Speltitel;Placering;Land;Datum
Homicide Squad: Hidden Crimes;922;Kina;2017-05-26
Hidden City: Mystery of Shadows;60;Korea;2017-05-26
Mahjong Journey;115;Korea;2017-05-26
The Secret Society™ - Hidden Mystery;226;Korea;2017-05-26
Survivors: The Quest;277;Korea;2017-05-26
Old Clockmaker’s Riddle HD (Full);339;Korea;2017-05-26
Twin Moons Society™: Hidden Mystery;383;Korea;2017-05-26
Old Clockmaker’s Riddle HD;462;Korea;2017-05-26
Dreamscapes: The Sandman Collector&#39s Edition HD;473;Korea;2017-05-26
Lost Souls: Timeless Fables Collector&#39s Edition HD;474;Korea;2017-05-26
Virtual City Playground HD;583;Korea;2017-05-26
The Island Castaway: Lost World®;735;Korea;2017-05-26
Letters From Nowhere: A Hidden Object Mystery;824;Korea;2017-05-26
Brave Tribe;901;Korea;2017-05-26
Lost Souls: Enchanted Paintings HD;907;Korea;2017-05-26
Stand O’ Food® Empire;925;Korea;2017-05-26
Hidden City: Mystery of Shadows;8;Ryssland;2017-05-26
The Secret Society™ - Hidden Mystery;105;Ryssland;2017-05-26
Mahjong Journey;119;Ryssland;2017-05-26
Supermarket Mania® Journey;239;Ryssland;2017-05-26
Twin Moons Society™: Hidden Mystery;301;Ryssland;2017-05-26
Survivors: The Quest;306;Ryssland;2017-05-26
Tales from the Dragon Mountain: the Lair HD;398;Ryssland;2017-05-26
Letters From Nowhere: A Hidden Object Mystery;455;Ryssland;2017-05-26
Stand O&#39Food HD;464;Ryssland;2017-05-26
The Island Castaway: Lost World®;629;Ryssland;2017-05-26
Abyss: the Wraiths of Eden HD;700;Ryssland;2017-05-26
Nightmares from the Deep™: The Siren’s Call HD;701;Ryssland;2017-05-26
Dress Up Rush HD;795;Ryssland;2017-05-26
Totem Tribe Gold HD;796;Ryssland;2017-05-26
Virtual City Playground HD;803;Ryssland;2017-05-26
Brave Tribe;999;Ryssland;2017-05-26
Hidden City: Mystery of Shadows;46;Brasilien;2017-05-26
Mahjong Journey;192;Brasilien;2017-05-26
Survivors: The Quest;223;Brasilien;2017-05-26
The Island Castaway: Lost World®;346;Brasilien;2017-05-26
Supermarket Mania® Journey;510;Brasilien;2017-05-26
The Paranormal Society: Hidden Adventure;592;Brasilien;2017-05-26
The Secret Society™ - Hidden Mystery;814;Brasilien;2017-05-26
Virtual City Playground HD;835;Brasilien;2017-05-26
Hidden City: Mystery of Shadows;50;USA;2017-05-27
The Secret Society™ - Hidden Mystery;81;USA;2017-05-27
Mahjong Journey;99;USA;2017-05-27
Twin Moons Society™: Hidden Mystery;280;USA;2017-05-27
Survivors: The Quest;336;USA;2017-05-27
Supermarket Mania® Journey;431;USA;2017-05-27
Letters From Nowhere: A Hidden Object Mystery;603;USA;2017-05-27
Homicide Squad: Hidden Crimes;611;USA;2017-05-27
Brave Tribe;847;USA;2017-05-27
Kate Malone: Hidden Object Detective;889;USA;2017-05-27
Hidden City: Mystery of Shadows;45;UK;2017-05-27
Mahjong Journey;52;UK;2017-05-27
The Secret Society™ - Hidden Mystery;88;UK;2017-05-27
Twin Moons Society™: Hidden Mystery;117;UK;2017-05-27
Survivors: The Quest;165;UK;2017-05-27
Supermarket Mania® Journey;213;UK;2017-05-27
Letters From Nowhere: A Hidden Object Mystery;522;UK;2017-05-27
Brave Tribe;601;UK;2017-05-27
Royal Trouble: Hidden Honeymoon Havoc HD;832;UK;2017-05-27
The Paranormal Society: Hidden Adventure;998;UK;2017-05-27
Hidden City: Mystery of Shadows;17;Tyskland;2017-05-27
The Secret Society™ - Hidden Mystery;83;Tyskland;2017-05-27
Mahjong Journey;113;Tyskland;2017-05-27
Supermarket Mania® Journey;190;Tyskland;2017-05-27
Survivors: The Quest;208;Tyskland;2017-05-27
Twin Moons Society™: Hidden Mystery;234;Tyskland;2017-05-27
Letters From Nowhere: A Hidden Object Mystery;409;Tyskland;2017-05-27
Nightmares from the Deep: The Cursed Heart, Collector’s Edition HD;668;Tyskland;2017-05-27
Brave Tribe;879;Tyskland;2017-05-27
The Secret Society™ - Hidden Mystery;50;Canada;2017-05-27
Hidden City: Mystery of Shadows;56;Canada;2017-05-27
Mahjong Journey;106;Canada;2017-05-27
Survivors: The Quest;160;Canada;2017-05-27
Supermarket Mania® Journey;351;Canada;2017-05-27
Twin Moons Society™: Hidden Mystery;398;Canada;2017-05-27
Homicide Squad: Hidden Crimes;700;Canada;2017-05-27
Nightmares from the Deep®: A Hidden Object Adventure;737;Canada;2017-05-27
CrossWorlds: the Flying City HD;906;Canada;2017-05-27
Hidden City: Mystery of Shadows;39;Frankrike;2017-05-27
The Secret Society™ - Hidden Mystery;98;Frankrike;2017-05-27
Mahjong Journey;102;Frankrike;2017-05-27
Survivors: The Quest;252;Frankrike;2017-05-27
Twin Moons Society™: Hidden Mystery;273;Frankrike;2017-05-27
Kate Malone: Hidden Object Detective;294;Frankrike;2017-05-27
Supermarket Management 2 HD;432;Frankrike;2017-05-27
Dark Arcana: The Carnival HD;572;Frankrike;2017-05-27
Virtual City Playground HD;630;Frankrike;2017-05-27
Supermarket Mania® Journey;772;Frankrike;2017-05-27
Homicide Squad: Hidden Crimes;774;Frankrike;2017-05-27
The Paranormal Society: Hidden Adventure;899;Frankrike;2017-05-27
9 Clues 2: The Ward HD;944;Frankrike;2017-05-27
Dream Catchers: The Beginning HD;976;Frankrike;2017-05-27
Hidden City: Mystery of Shadows;64;Japan;2017-05-27
The Secret Society™ - Hidden Mystery;193;Japan;2017-05-27
Mahjong Journey;224;Japan;2017-05-27
Twin Moons Society™: Hidden Mystery;333;Japan;2017-05-27
Survivors: The Quest;384;Japan;2017-05-27
Homicide Squad: Hidden Crimes;561;Japan;2017-05-27
The Island Castaway: Lost World®;595;Japan;2017-05-27
Supermarket Mania® Journey;759;Japan;2017-05-27
Stand O’ Food® Empire;848;Japan;2017-05-27
Hidden City: Mystery of Shadows;42;Australien;2017-05-27
Mahjong Journey;50;Australien;2017-05-27
Survivors: The Quest;246;Australien;2017-05-27
The Secret Society™ - Hidden Mystery;271;Australien;2017-05-27
Supermarket Mania® Journey;385;Australien;2017-05-27
Homicide Squad: Hidden Crimes;588;Australien;2017-05-27
Letters From Nowhere: A Hidden Object Mystery;597;Australien;2017-05-27
Inbetween Land HD;719;Australien;2017-05-27
Twin Moons Society™: Hidden Mystery;728;Australien;2017-05-27
Letters from Nowhere HD (Full);860;Australien;2017-05-27
Brave Tribe;922;Australien;2017-05-27
Hidden City: Mystery of Shadows;29;Italien;2017-05-27
The Secret Society™ - Hidden Mystery;92;Italien;2017-05-27
Mahjong Journey;104;Italien;2017-05-27
Twin Moons Society™: Hidden Mystery;233;Italien;2017-05-27
Survivors: The Quest;241;Italien;2017-05-27
Homicide Squad: Hidden Crimes;246;Italien;2017-05-27
Supermarket Mania® Journey;355;Italien;2017-05-27
Nightmares from the Deep®: A Hidden Object Adventure;518;Italien;2017-05-27
Where Angels Cry HD;684;Italien;2017-05-27
Brave Tribe;721;Italien;2017-05-27
Royal Trouble: Hidden Adventures HD;841;Italien;2017-05-27
Virtual City Playground HD;916;Italien;2017-05-27
Stand O’ Food® Empire;923;Italien;2017-05-27
Royal Trouble: Hidden Honeymoon Havoc HD;984;Italien;2017-05-27
Royal Trouble: Hidden Adventures HD (Full);986;Italien;2017-05-27
Game of Dragons HD;987;Italien;2017-05-27
Hidden City: Mystery of Shadows;61;Holland;2017-05-27
The Secret Society™ - Hidden Mystery;217;Holland;2017-05-27
Twin Moons Society™: Hidden Mystery;278;Holland;2017-05-27
Mahjong Journey;681;Holland;2017-05-27
Survivors: The Quest;886;Holland;2017-05-27
Virtual City HD;908;Holland;2017-05-27
Hidden Wonders of the Depths HD;998;Holland;2017-05-27
Hidden City: Mystery of Shadows;55;Spanien;2017-05-27
